# label position-x/y/z mean std kurtosis skewness min max cev_mean aev_mean
1 [-13.75, 0.0, 1.1] 0.729 0.388 1.242 0.712 -0.541 2.953 2.37 -0.396 
2 [-13.75, 0.0, 4.03] 0.69 0.39 1.171 0.636 -0.65 2.972 2.356 -0.497 
